1 82 90 1 0
1 104 107 1 0
1 85 92 1 0
1 97 101 1 0
1 84 91 1 0
1 76 106 1 0
1 83 92 1 0
1 86 97 1 0
1 107 109 1 0
1 96 101 1 0
1 76 107 1 0
1 74 106 1 0
1 100 107 1 0
1 96 108 1 0
1 90 97 1 0
1 99 107 1 0
1 87 94 1 0
1 80 92 1 0
1 102 107 1 0
1 79 89 1 0
1 76 90 1 0
1 81 92 1 0
1 96 104 1 0
1 89 94 1 0
1 87 98 1 0
1 81 90 1 0
1 73 99 1 0
1 74 98 1 0
1 101 107 1 0
1 86 94 1 0
1 91 96 1 0
1 72 119 1 0
1 94 103 1 0
1 98 107 1 0
1 90 112 1 0
1 95 103 1 0
1 93 103 1 0
1 90 99 1 0
1 103 107 1 0
1 107 108 1 0
1 95 101 1 0
1 94 101 1 0
1 77 90 1 0
2 96 103 1 0
2 91 99 1 0
2 86 96 1 0
2 78 93 1 0
2 83 90 1 0
2 75 91 1 0
2 99 100 1 0
2 97 107 1 0
2 78 92 1 0
2 88 108 1 0
2 85 96 1 0
2 88 93 1 0
2 71 108 1 0
2 91 95 1 0
2 85 91 1 0
2 105 107 1 0
2 92 103 1 0
2 80 89 1 0
2 84 90 1 0
2 74 105 1 0
2 107 107 1 0
2 106 107 1 0
2 99 106 1 0
2 93 101 1 0
2 80 91 1 0
2 90 94 1 0
2 77 92 1 0
2 106 106 1 0
2 97 105 1 0
2 98 100 1 0
2 76 114 1 0
2 81 91 1 0
2 87 93 1 0
2 92 102 1 0
2 84 95 1 0
2 84 96 1 0
3 97 106 1 0
3 98 106 1 0
3 97 100 1 0
3 77 88 1 0
3 97 104 1 0
3 88 106 1 0
3 93 102 1 0
3 80 96 1 0
3 74 89 1 0
3 76 88 1 0
3 74 91 1 0
3 78 91 1 0
3 82 91 1 0
3 92 98 1 0
3 74 92 1 0
3 92 97 1 0
3 100 106 1 0
3 79 92 1 0
3 73 90 1 0
3 77 106 1 0
3 69 109 1 0
3 74 115 1 0
3 95 102 1 0
3 94 102 1 0
3 83 91 1 0
3 75 90 1 0
3 81 89 1 0
3 89 93 1 0
3 90 95 1 0
3 86 95 1 0
3 76 91 1 0
3 91 97 1 0
3 78 88 1 0
3 71 107 1 0
3 102 106 1 0
3 96 102 1 0
3 91 98 1 0
3 84 98 1 0
3 91 94 1 0
3 75 105 1 0
3 96 100 1 0
3 78 90 1 0
3 77 91 1 0
3 79 91 1 0
3 101 106 1 0
3 74 90 1 0
3 82 89 1 0
3 78 89 1 0
3 84 92 1 0
3 90 96 1 0
3 90 103 1 0
3 76 92 1 0
3 86 93 1 0
4 97 103 1 0
4 103 106 1 0
4 87 97 1 0
4 76 89 1 0
4 90 93 1 0
4 85 90 1 0
4 72 106 1 0
4 73 105 1 0
4 95 100 1 0
4 77 89 1 0
4 85 95 1 0
4 104 106 1 0
4 82 90 1 0
4 80 88 1 0
4 79 88 1 0
4 74 104 1 0
4 83 89 1 0
4 75 88 1 0
4 87 96 1 0
4 105 105 1 0
4 73 89 1 0
4 92 96 1 0
4 96 101 1 0
4 107 106 1 0
4 70 108 1 0
4 86 92 1 0
4 94 100 1 0
4 105 106 1 0
4 74 88 1 0
4 84 89 1 0
4 89 92 1 0
4 87 92 1 0
4 95 101 1 0
4 94 101 1 0
4 106 105 1 0
4 88 92 1 0
4 75 89 1 0
4 93 100 1 0
4 104 107 1 0
4 87 95 1 0
5 76 104 1 0
5 91 102 1 0
5 83 97 1 0
5 97 102 1 0
5 76 90 1 0
5 106 110 1 0
5 75 104 1 0
5 76 93 1 0
5 98 104 1 0
5 98 105 1 0
5 77 93 1 0
5 98 103 1 0
5 77 105 1 0
5 95 106 1 0
5 78 106 1 0
5 84 91 1 0
5 100 95 1 0
5 92 101 1 0
5 74 89 1 0
5 99 111 1 0
5 91 93 1 0
5 85 94 1 0
5 90 92 1 0
5 81 88 1 0
5 106 106 1 0
5 78 87 1 0
5 107 107 1 0
5 85 89 1 0
5 99 105 1 0
5 86 94 1 0
5 97 101 1 0
5 83 90 1 0
5 88 97 1 0
5 72 105 1 0
5 82 88 1 0
5 73 88 1 0
5 98 102 1 0
5 75 103 1 0
5 96 105 1 0
5 92 95 1 0
5 99 95 1 0
5 101 105 1 0
6 104 104 1 0
6 96 99 1 0
6 84 90 1 0
6 75 87 1 0
6 76 87 1 0
6 100 105 1 0
6 79 105 1 0
6 91 95 1 0
6 69 108 1 0
6 74 87 1 0
6 93 101 1 0
6 97 99 1 0
6 86 91 1 0
6 89 91 1 0
6 104 117 1 0
6 102 102 1 0
6 73 104 1 0
6 88 91 1 0
6 70 107 1 0
6 84 88 1 0
6 107 105 1 0
6 87 91 1 0
6 77 104 1 0
6 108 107 1 0
6 104 105 1 0
6 102 105 1 0
6 108 106 1 0
6 97 105 1 0
6 81 90 1 0
6 79 87 1 0
6 73 87 1 0
6 106 107 1 0
6 96 103 1 0
6 74 103 1 0
6 98 95 1 0
6 77 103 1 0
6 90 91 1 0
6 86 95 1 0
6 99 94 1 0
6 80 87 1 0
6 95 99 1 0
7 91 96 1 0
7 88 103 1 0
7 103 105 1 0
7 83 88 1 0
7 94 99 1 0
7 76 103 1 0
7 78 103 1 0
7 89 103 1 0
7 75 88 1 0
7 74 88 1 0
7 87 94 1 0
7 71 105 1 0
7 96 106 1 0
7 99 104 1 0
7 105 104 1 0
7 85 93 1 0
7 99 93 1 0
7 99 103 1 0
7 98 96 1 0
7 85 91 1 0
7 91 92 1 0
7 106 104 1 0
7 99 106 1 0
7 80 90 1 0
7 77 87 1 0
7 70 106 1 0
7 98 94 1 0
7 108 105 1 0
7 107 106 1 0
7 98 101 1 0
7 74 115 1 0
7 100 92 1 0
7 100 93 1 0
7 97 98 1 0
7 93 99 1 0
7 102 104 1 0
7 105 105 1 0
7 76 105 1 0
7 91 94 1 0
7 99 102 1 0
7 106 105 1 0
7 79 114 1 0
7 79 89 1 0
7 88 96 1 0
7 96 100 1 0
7 78 102 1 0
7 95 100 1 0
7 82 89 1 0
7 100 104 1 0
7 98 99 1 0
7 85 88 1 0
7 81 87 1 0
7 71 106 1 0
7 92 94 1 0
7 88 90 1 0
8 96 101 1 0
8 88 101 1 0
8 83 89 1 0
8 98 93 1 0
8 72 104 1 0
8 97 97 1 0
8 91 101 1 0
8 89 101 1 0
8 103 104 1 0
8 99 92 1 0
8 99 91 1 0
8 89 90 1 0
8 95 105 1 0
8 93 105 1 0
8 74 102 1 0
8 79 90 1 0
8 87 93 1 0
8 81 89 1 0
8 80 89 1 0
8 97 100 1 0
8 90 108 1 0
8 100 91 1 0
8 88 99 1 0
8 88 95 1 0
8 86 93 1 0
8 84 87 1 0
8 82 87 1 0
8 88 98 1 0
8 101 104 1 0
8 86 89 1 0
8 74 95 1 0
8 86 90 1 0
8 99 101 1 0
8 84 89 1 0
8 96 98 1 0
8 76 101 1 0
8 84 97 1 0
8 83 87 1 0
8 74 87 1 0
8 94 100 1 0
8 92 100 1 0
8 90 102 1 0
8 98 92 1 0
8 92 93 1 0
8 89 102 1 0
8 75 102 1 0
8 89 100 1 0
8 97 96 1 0
8 107 104 1 0
9 85 89 1 0
9 107 105 1 0
9 91 91 1 0
9 76 102 1 0
9 99 90 1 0
9 87 90 1 0
9 100 102 1 0
9 72 103 1 0
9 78 101 1 0
9 98 91 1 0
9 74 86 1 0
9 79 86 1 0
9 73 103 1 0
9 100 103 1 0
9 83 96 1 0
9 73 102 1 0
9 98 100 1 0
9 99 99 1 0
9 80 86 1 0
9 75 101 1 0
9 78 86 1 0
9 73 86 1 0
9 96 99 1 0
9 90 90 1 0
9 94 98 1 0
9 77 102 1 0
9 85 87 1 0
9 70 105 1 0
9 97 95 1 0
9 95 98 1 0
9 86 92 1 0
9 100 101 1 0
9 88 89 1 0
9 81 86 1 0
9 100 100 1 0
9 100 90 1 0
9 104 104 1 0
9 81 113 1 0
10 81 109 1 0
10 71 104 1 0
10 104 103 1 0
10 85 92 1 0
10 76 113 1 0
10 85 111 1 0
10 80 91 1 0
10 82 88 1 0
10 84 88 1 0
10 93 98 1 0
10 98 98 1 0
10 96 97 1 0
10 89 89 1 0
10 75 89 1 0
10 108 105 1 0
10 99 100 1 0
10 93 100 1 0
10 101 103 1 0
10 90 91 1 0
10 97 99 1 0
10 69 117 1 0
10 100 89 1 0
10 72 87 1 0
10 92 92 1 0
10 88 94 1 0
10 89 99 1 0
10 98 90 1 0
10 90 100 1 0
10 91 100 1 0
10 83 86 1 0
10 95 108 1 0
10 102 103 1 0
10 87 92 1 0
10 91 90 1 0
10 97 104 1 0
10 102 104 1 0
10 95 99 1 0
10 82 86 1 0
10 75 86 1 0
10 73 87 1 0
10 74 101 1 0
10 77 86 1 0
10 98 89 1 0
10 99 89 1 0
10 81 88 1 0
10 69 111 1 0
10 90 89 1 0
10 92 99 1 0
10 98 99 1 0
10 88 93 1 0
10 101 101 1 0
10 78 87 1 0
10 103 103 1 0
11 77 101 1 0
11 86 88 1 0
11 88 110 1 0
11 89 98 1 0
11 84 86 1 0
11 105 103 1 0
11 75 100 1 0
11 108 104 1 0
11 70 113 1 0
11 76 88 1 0
11 80 88 1 0
11 101 100 1 0
11 78 88 1 0
11 95 97 1 0
11 93 97 1 0
11 85 94 1 0
11 72 102 1 0
11 98 97 1 0
11 87 89 1 0
11 79 91 1 0
11 85 86 1 0
11 73 101 1 0
11 72 86 1 0
11 84 87 1 0
11 97 94 1 0
11 79 85 1 0
11 76 100 1 0
11 74 100 1 0
11 71 103 1 0
11 92 91 1 0
11 94 99 1 0
11 86 87 1 0
11 86 91 1 0
11 99 88 1 0
11 78 85 1 0
11 100 99 1 0
11 97 98 1 0
11 77 88 1 0
11 97 93 1 0
11 91 93 1 0
11 100 88 1 0
11 99 98 1 0
12 80 85 1 0
12 104 105 1 0
12 99 99 1 0
12 78 100 1 0
12 86 94 1 0
12 87 91 1 0
12 81 91 1 0
12 75 113 1 0
12 70 104 1 0
12 105 104 1 0
